course_id,title,description,tags,category,subcategory,level,instructor,learning_outcomes,video_id,youtube_url
368,Learn Cybersecurity,Comprehensive beginner course on Cybersecurity. Learn essential skills and best practices in it & security. Perfect for those looking to advance their career.,"cybersecurity,it-&-security,beginner",IT & Security,Cybersecurity,Beginner,Emily Rodriguez,"Master Cybersecurity, Build real-world projects, Understand core concepts, Apply best practices",,
369,Master Cybersecurity,Comprehensive advanced course on Cybersecurity. Learn essential skills and best practices in it & security. Perfect for those looking to advance their career.,"cybersecurity,it-&-security,advanced",IT & Security,Cybersecurity,Advanced,Carlos Mendez,"Master Cybersecurity, Build real-world projects, Understand core concepts, Apply best practices",,
370,Professional CISSP,Comprehensive beginner course on CISSP. Learn essential skills and best practices in it & security. Perfect for those looking to advance their career.,"cissp,it-&-security,beginner",IT & Security,CISSP,Beginner,Marco Rossi,"Master CISSP, Build real-world projects, Understand core concepts, Apply best practices",,
371,Learn CISSP,Comprehensive intermediate course on CISSP. Learn essential skills and best practices in it & security. Perfect for those looking to advance their career.,"cissp,it-&-security,intermediate",IT & Security,CISSP,Intermediate,David Kim,"Master CISSP, Build real-world projects, Understand core concepts, Apply best practices",,
372,Ethical Hacking for Advanceds,Comprehensive advanced course on Ethical Hacking. Learn essential skills and best practices in it & security. Perfect for those looking to advance their career.,"ethical-hacking,it-&-security,advanced",IT & Security,Ethical Hacking,Advanced,Thomas Brown,"Master Ethical Hacking, Build real-world projects, Understand core concepts, Apply best practices",,
373,Ethical Hacking Bootcamp,Comprehensive advanced course on Ethical Hacking. Learn essential skills and best practices in it & security. Perfect for those looking to advance their career.,"ethical-hacking,it-&-security,advanced",IT & Security,Ethical Hacking,Advanced,Dr. Ahmed Hassan,"Master Ethical Hacking, Build real-world projects, Understand core concepts, Apply best practices",,
374,Cybersecurity Fundamentals,Comprehensive advanced course on Cybersecurity. Learn essential skills and best practices in it & security. Perfect for those looking to advance their career.,"cybersecurity,it-&-security,advanced",IT & Security,Cybersecurity,Advanced,Rachel Green,"Master Cybersecurity, Build real-world projects, Understand core concepts, Apply best practices",,
375,Networking Fundamentals,Comprehensive advanced course on Networking. Learn essential skills and best practices in it & security. Perfect for those looking to advance their career.,"networking,it-&-security,advanced",IT & Security,Networking,Advanced,Dr. John Smith,"Master Networking, Build real-world projects, Understand core concepts, Apply best practices",,
376,Cybersecurity Bootcamp,Comprehensive intermediate course on Cybersecurity. Learn essential skills and best practices in it & security. Perfect for those looking to advance their career.,"cybersecurity,it-&-security,intermediate",IT & Security,Cybersecurity,Intermediate,Dr. Wei Zhang,"Master Cybersecurity, Build real-world projects, Understand core concepts, Apply best practices",,
377,Cybersecurity Fundamentals,Comprehensive intermediate course on Cybersecurity. Learn essential skills and best practices in it & security. Perfect for those looking to advance their career.,"cybersecurity,it-&-security,intermediate",IT & Security,Cybersecurity,Intermediate,Marco Rossi,"Master Cybersecurity, Build real-world projects, Understand core concepts, Apply best practices",,
378,CompTIA Masterclass,Comprehensive advanced course on CompTIA. Learn essential skills and best practices in it & security. Perfect for those looking to advance their career.,"comptia,it-&-security,advanced",IT & Security,CompTIA,Advanced,Dr. Fatima Al-Sayed,"Master CompTIA, Build real-world projects, Understand core concepts, Apply best practices",,
379,Penetration Testing for Advanceds,Comprehensive advanced course on Penetration Testing. Learn essential skills and best practices in it & security. Perfect for those looking to advance their career.,"penetration-testing,it-&-security,advanced",IT & Security,Penetration Testing,Advanced,Dr. Wei Zhang,"Master Penetration Testing, Build real-world projects, Understand core concepts, Apply best practices",,
380,CISSP for Advanceds,Comprehensive advanced course on CISSP. Learn essential skills and best practices in it & security. Perfect for those looking to advance their career.,"cissp,it-&-security,advanced",IT & Security,CISSP,Advanced,Jennifer Lee,"Master CISSP, Build real-world projects, Understand core concepts, Apply best practices",,
381,Networking Bootcamp,Comprehensive intermediate course on Networking. Learn essential skills and best practices in it & security. Perfect for those looking to advance their career.,"networking,it-&-security,intermediate",IT & Security,Networking,Intermediate,Dr. Ahmed Hassan,"Master Networking, Build real-world projects, Understand core concepts, Apply best practices",,
382,Master Ethical Hacking,Comprehensive beginner course on Ethical Hacking. Learn essential skills and best practices in it & security. Perfect for those looking to advance their career.,"ethical-hacking,it-&-security,beginner",IT & Security,Ethical Hacking,Beginner,James Wilson,"Master Ethical Hacking, Build real-world projects, Understand core concepts, Apply best practices",,
383,Complete CISSP Course,Comprehensive advanced course on CISSP. Learn essential skills and best practices in it & security. Perfect for those looking to advance their career.,"cissp,it-&-security,advanced",IT & Security,CISSP,Advanced,Dr. Priya Sharma,"Master CISSP, Build real-world projects, Understand core concepts, Apply best practices",,
384,Complete Networking Course,Comprehensive advanced course on Networking. Learn essential skills and best practices in it & security. Perfect for those looking to advance their career.,"networking,it-&-security,advanced",IT & Security,Networking,Advanced,Dr. Sarah Johnson,"Master Networking, Build real-world projects, Understand core concepts, Apply best practices",,
385,Learn Penetration Testing,Comprehensive advanced course on Penetration Testing. Learn essential skills and best practices in it & security. Perfect for those looking to advance their career.,"penetration-testing,it-&-security,advanced",IT & Security,Penetration Testing,Advanced,Maria Garcia,"Master Penetration Testing, Build real-world projects, Understand core concepts, Apply best practices",,
386,Master CompTIA,Comprehensive intermediate course on CompTIA. Learn essential skills and best practices in it & security. Perfect for those looking to advance their career.,"comptia,it-&-security,intermediate",IT & Security,CompTIA,Intermediate,Sophie Martin,"Master CompTIA, Build real-world projects, Understand core concepts, Apply best practices",,
387,Ethical Hacking Masterclass,Comprehensive intermediate course on Ethical Hacking. Learn essential skills and best practices in it & security. Perfect for those looking to advance their career.,"ethical-hacking,it-&-security,intermediate",IT & Security,Ethical Hacking,Intermediate,Sophie Martin,"Master Ethical Hacking, Build real-world projects, Understand core concepts, Apply best practices",,
388,Master SQL,Comprehensive beginner course on SQL. Learn essential skills and best practices in database. Perfect for those looking to advance their career.,"sql,database,beginner",Database,SQL,Beginner,Dr. Lisa Anderson,"Master SQL, Build real-world projects, Understand core concepts, Apply best practices",,
389,Advanced Elasticsearch,Comprehensive beginner course on Elasticsearch. Learn essential skills and best practices in database. Perfect for those looking to advance their career.,"elasticsearch,database,beginner",Database,Elasticsearch,Beginner,Emily Rodriguez,"Master Elasticsearch, Build real-world projects, Understand core concepts, Apply best practices",,
390,Redis from Scratch,Comprehensive advanced course on Redis. Learn essential skills and best practices in database. Perfect for those looking to advance their career.,"redis,database,advanced",Database,Redis,Advanced,Thomas Brown,"Master Redis, Build real-world projects, Understand core concepts, Apply best practices",,
391,Advanced Elasticsearch,Comprehensive intermediate course on Elasticsearch. Learn essential skills and best practices in database. Perfect for those looking to advance their career.,"elasticsearch,database,intermediate",Database,Elasticsearch,Intermediate,Thomas Brown,"Master Elasticsearch, Build real-world projects, Understand core concepts, Apply best practices",,
392,MongoDB Bootcamp,Comprehensive advanced course on MongoDB. Learn essential skills and best practices in database. Perfect for those looking to advance their career.,"mongodb,database,advanced",Database,MongoDB,Advanced,David Kim,"Master MongoDB, Build real-world projects, Understand core concepts, Apply best practices",,
393,Redis Masterclass,Comprehensive beginner course on Redis. Learn essential skills and best practices in database. Perfect for those looking to advance their career.,"redis,database,beginner",Database,Redis,Beginner,Dr. Ahmed Hassan,"Master Redis, Build real-world projects, Understand core concepts, Apply best practices",,
394,Redis for Advanceds,Comprehensive advanced course on Redis. Learn essential skills and best practices in database. Perfect for those looking to advance their career.,"redis,database,advanced",Database,Redis,Advanced,Dr. Ahmed Hassan,"Master Redis, Build real-world projects, Understand core concepts, Apply best practices",,
395,MongoDB for Intermediates,Comprehensive intermediate course on MongoDB. Learn essential skills and best practices in database. Perfect for those looking to advance their career.,"mongodb,database,intermediate",Database,MongoDB,Intermediate,Dr. Fatima Al-Sayed,"Master MongoDB, Build real-world projects, Understand core concepts, Apply best practices",,
396,SQL Fundamentals,Comprehensive beginner course on SQL. Learn essential skills and best practices in database. Perfect for those looking to advance their career.,"sql,database,beginner",Database,SQL,Beginner,Dr. Ahmed Hassan,"Master SQL, Build real-world projects, Understand core concepts, Apply best practices",,
397,MongoDB Bootcamp,Comprehensive intermediate course on MongoDB. Learn essential skills and best practices in database. Perfect for those looking to advance their career.,"mongodb,database,intermediate",Database,MongoDB,Intermediate,Dr. Ahmed Hassan,"Master MongoDB, Build real-world projects, Understand core concepts, Apply best practices",,
398,Learn SQL,Comprehensive beginner course on SQL. Learn essential skills and best practices in database. Perfect for those looking to advance their career.,"sql,database,beginner",Database,SQL,Beginner,Dr. John Smith,"Master SQL, Build real-world projects, Understand core concepts, Apply best practices",,
399,Professional MongoDB,Comprehensive beginner course on MongoDB. Learn essential skills and best practices in database. Perfect for those looking to advance their career.,"mongodb,database,beginner",Database,MongoDB,Beginner,Dr. Priya Sharma,"Master MongoDB, Build real-world projects, Understand core concepts, Apply best practices",,
400,Professional Database Design,Comprehensive beginner course on Database Design. Learn essential skills and best practices in database. Perfect for those looking to advance their career.,"database-design,database,beginner",Database,Database Design,Beginner,Rachel Green,"Master Database Design, Build real-world projects, Understand core concepts, Apply best practices",,
